Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count	stress_pattern
fast	7010	3808	6744	3747	137.45	3.8458	45.4	3.5808	1.0	1
game	11926	3774	11451	3698	233.84	4.0765	44.99	3.5769	1.0	1
catch	6911	3765	6227	3542	135.51	3.8396	44.89	3.5759	1.0	1
sent	7038	3760	6908	3721	138.0	3.8475	44.83	3.5753	1.0	1
sort	7584	3753	6943	3526	148.71	3.88	44.74	3.5745	1.0	1
boys	11432	3747	10241	3581	224.16	4.0582	44.67	3.5738	1.0	1
known	6300	3732	6222	3710	123.53	3.7994	44.49	3.5721	1.0	1
died	8018	3730	7900	3711	157.22	3.9041	44.47	3.5718	1.0	1
drive	7810	3714	7009	3479	153.14	3.8927	44.28	3.57	1.0	1
fight	10255	3703	9638	3647	201.08	4.011	44.15	3.5687	1.0	1
pull	7469	3679	5265	3217	146.45	3.8733	43.86	3.5658	1.0	1
throw	6570	3674	5436	3305	128.82	3.8176	43.8	3.5653	1.0	1
cool	9990	3670	7778	3271	195.88	3.9996	43.75	3.5648	1.0	1
looked	6166	3650	5983	3570	120.9	3.7901	43.51	3.5624	1.0	1
girls	10626	3635	9458	3480	208.35	4.0264	43.34	3.5606	1.0	1
past	6312	3633	6153	3582	123.76	3.8002	43.31	3.5604	1.0	1
hair	7831	3632	7535	3582	153.55	3.8939	43.3	3.5603	1.0	1
takes	5986	3622	5684	3522	117.37	3.7772	43.18	3.5591	1.0	1
top	6805	3606	6080	3440	133.43	3.8329	42.99	3.5571	1.0	1
food	7876	3605	7355	3494	154.43	3.8964	42.98	3.557	1.0	1
straight	6244	3590	5672	3421	122.43	3.7955	42.8	3.5552	1.0	1
sweet	7405	3578	6006	3208	145.2	3.8696	42.66	3.5538	1.0	1
drop	6661	3548	4982	3033	130.61	3.8236	42.3	3.5501	1.0	1
worked	5877	3544	5757	3499	115.24	3.7692	42.25	3.5496	1.0	1
small	6373	3533	5893	3393	124.96	3.8044	42.12	3.5483	1.0	1
plan	7432	3528	7109	3476	145.73	3.8712	42.06	3.5477	1.0	1
less	5666	3527	5310	3392	111.1	3.7534	42.05	3.5475	1.0	1
blood	9492	3526	8698	3393	186.12	3.9774	42.04	3.5474	1.0	1
none	5641	3522	3332	2400	110.61	3.7514	41.99	3.5469	1.0	1
safe	7303	3522	6950	3433	143.2	3.8636	41.99	3.5469	1.0	1
sign	6797	3519	6282	3379	133.27	3.8324	41.95	3.5465	1.0	1
piece	6349	3510	6090	3426	124.49	3.8028	41.85	3.5454	1.0	1
cold	6638	3509	6101	3347	130.16	3.8221	41.83	3.5453	1.0	1
weeks	6637	3474	6569	3458	130.14	3.822	41.42	3.541	1.0	1
Bye	9184	3473	1097	728	180.08	3.9631	41.4	3.5408	1.0	1
turned	5388	3459	5230	3390	105.65	3.7315	41.24	3.5391	1.0	1
clean	6183	3455	5587	3307	121.24	3.7913	41.19	3.5386	1.0	1
dear	11395	3448	9363	2874	223.43	4.0568	41.11	3.5377	1.0	1
Ah	10535	3435	750	375	206.57	4.0227	40.95	3.5361	1.0	1
learn	6047	3414	5767	3322	118.57	3.7816	40.7	3.5334	1.0	1
street	7557	3411	5281	2861	148.18	3.8784	40.67	3.533	1.0	1
works	5357	3406	5128	3306	105.04	3.729	40.61	3.5324	1.0	1
ass	11545	3379	11381	3359	226.37	4.0624	40.28	3.5289	1.0	1
Wow	8160	3377	828	624	160.0	3.9117	40.26	3.5287	1.0	1
white	8744	3355	6335	2804	171.45	3.9418	40.0	3.5258	1.0	1
lie	6133	3353	5740	3231	120.25	3.7877	39.97	3.5256	1.0	1
felt	6111	3349	6049	3322	119.82	3.7862	39.93	3.525	1.0	1
meant	5316	3348	5283	3333	104.24	3.7257	39.91	3.5249	1.0	1
step	6052	3343	4533	2864	118.67	3.782	39.85	3.5243	1.0	1
air	7090	3325	6023	3132	139.02	3.8507	39.64	3.5219	1.0	1
fall	6044	3322	5510	3231	118.51	3.7814	39.6	3.5215	1.0	1
scared	6803	3316	6472	3241	133.39	3.8328	39.53	3.5207	1.0	1
words	6223	3315	6052	3263	122.02	3.7941	39.52	3.5206	1.0	1
worth	5569	3301	5387	3248	109.2	3.7459	39.35	3.5188	1.0	1
thinks	5235	3274	5135	3222	102.65	3.719	39.03	3.5152	1.0	1
ten	7395	3273	5220	2507	145.0	3.869	39.02	3.5151	1.0	1
shoot	8412	3264	6828	2894	164.94	3.925	38.91	3.5139	1.0	1
feet	6157	3256	6051	3225	120.73	3.7894	38.82	3.5128	1.0	1
worse	5002	3252	4724	3130	98.08	3.6992	38.77	3.5123	1.0	1
book	9026	3244	8226	3075	176.98	3.9555	38.67	3.5112	1.0	1
poor	6583	3224	4713	2608	129.08	3.8185	38.44	3.5085	1.0	1
eye	5701	3216	5464	3157	111.78	3.756	38.34	3.5075	1.0	1
beat	6716	3192	6006	3002	131.69	3.8272	38.05	3.5042	1.0	1
black	8565	3190	6530	2787	167.94	3.9328	38.03	3.5039	1.0	1
changed	5148	3188	5057	3166	100.94	3.7117	38.01	3.5037	1.0	1
talked	5226	3187	5158	3165	102.47	3.7183	37.99	3.5035	1.0	1
ones	5177	3185	4985	3129	101.51	3.7142	37.97	3.5032	1.0	1
broke	5355	3149	5171	3093	105.0	3.7288	37.54	3.4983	1.0	1
pass	5514	3148	4686	2877	108.12	3.7415	37.53	3.4982	1.0	1
em	12849	3135	12622	3090	251.94	4.1089	37.37	3.4964	1.0	1
wear	5576	3127	5290	3033	109.33	3.7464	37.28	3.4953	1.0	1
ride	6904	3116	6576	3054	135.37	3.8392	37.15	3.4937	1.0	1
fault	5310	3101	5291	3091	104.12	3.7252	36.97	3.4916	1.0	1
quick	5542	3097	4067	2650	108.67	3.7437	36.92	3.4911	1.0	1
choice	4975	3095	4925	3072	97.55	3.6969	36.9	3.4908	1.0	1
act	5565	3086	5100	2923	109.12	3.7455	36.79	3.4895	1.0	1
child	8040	3067	7673	2995	157.65	3.9053	36.56	3.4869	1.0	1
caught	4791	3063	4578	2985	93.94	3.6805	36.52	3.4863	1.0	1
shall	9441	3061	7220	2422	185.12	3.9751	36.49	3.486	1.0	1
dog	9835	3049	8851	2935	192.84	3.9928	36.35	3.4843	1.0	1
red	7551	3042	4353	2450	148.06	3.8781	36.27	3.4833	1.0	1
spend	4757	3031	4617	2964	93.27	3.6774	36.13	3.4817	1.0	1
kept	4559	3028	4424	2963	89.39	3.659	36.1	3.4813	1.0	1
mouth	5325	3022	5133	2979	104.41	3.7264	36.03	3.4804	1.0	1
stick	4953	2995	4136	2677	97.12	3.695	35.71	3.4765	1.0	1
date	7218	2987	7068	2947	141.53	3.8585	35.61	3.4754	1.0	1
gun	10873	2976	10548	2928	213.2	4.0364	35.48	3.4738	1.0	1
mad	5784	2965	5489	2879	113.41	3.7623	35.35	3.4722	1.0	1
loved	5627	2957	5516	2937	110.33	3.7504	35.25	3.471	1.0	1
write	6467	2942	5943	2777	126.8	3.8108	35.07	3.4688	1.0	1
O	9598	2930	3232	1241	188.2	3.9822	34.93	3.467	1.0	1
wake	5366	2929	3870	2474	105.22	3.7297	34.92	3.4669	1.0	1
missed	4568	2924	4413	2862	89.57	3.6598	34.86	3.4661	1.0	1
month	4854	2895	4782	2866	95.18	3.6862	34.51	3.4618	1.0	1
ran	4296	2870	4154	2808	84.24	3.6332	34.22	3.458	1.0	1
bitch	8609	2849	7973	2775	168.8	3.935	33.97	3.4548	1.0	1
blow	4976	2826	4475	2660	97.57	3.697	33.69	3.4513	1.0	1
short	4367	2823	4033	2707	85.63	3.6403	33.66	3.4509	1.0	1
near	4238	2814	4055	2741	83.1	3.6273	33.55	3.4495	1.0	1
fair	4832	2810	4184	2533	94.75	3.6842	33.5	3.4489	1.0	1
dream	6798	2809	6418	2729	133.29	3.8324	33.49	3.4487	1.0	1
smart	4909	2793	4489	2612	96.25	3.6911	33.3	3.4462	1.0	1
clothes	5158	2790	5060	2761	101.14	3.7126	33.26	3.4458	1.0	1
win	6867	2788	6649	2753	134.65	3.8368	33.24	3.4454	1.0	1
road	5709	2766	5043	2567	111.94	3.7566	32.98	3.442	1.0	1
Um	11197	2766	5165	1934	219.55	4.0491	32.98	3.442	1.0	1
tough	4616	2746	4068	2513	90.51	3.6644	32.74	3.4389	1.0	1
kiss	6179	2739	5294	2483	121.16	3.791	32.65	3.4378	1.0	1
ma	9476	2738	5136	1970	185.8	3.9767	32.64	3.4376	1.0	1
floor	5132	2732	5030	2699	100.63	3.7104	32.57	3.4366	1.0	1
join	4255	2707	3797	2529	83.43	3.629	32.27	3.4326	1.0	1
bought	4362	2687	4270	2648	85.53	3.6398	32.03	3.4294	1.0	1
stopped	3844	2687	3786	2666	75.37	3.5849	32.03	3.4294	1.0	1
strong	4430	2684	4156	2606	86.86	3.6465	32.0	3.4289	1.0	1
eight	5010	2682	3743	2256	98.24	3.6999	31.97	3.4286	1.0	1
charge	4559	2675	4201	2554	89.39	3.659	31.89	3.4275	1.0	1
state	5500	2669	3976	2195	107.84	3.7404	31.82	3.4265	1.0	1
count	4588	2655	3618	2421	89.96	3.6617	31.65	3.4242	1.0	1
paid	4369	2639	4270	2607	85.67	3.6405	31.46	3.4216	1.0	1
Dr	15194	2638	111	45	297.92	4.1817	31.45	3.4214	1.0	1
lunch	5310	2637	4997	2561	104.12	3.7252	31.44	3.4213	1.0	1
calls	4097	2636	4018	2605	80.33	3.6126	31.43	3.4211	1.0	1
dark	4519	2629	4110	2496	88.61	3.6551	31.34	3.42	1.0	1
team	7528	2623	6765	2473	147.61	3.8767	31.27	3.419	1.0	1
proud	4265	2621	4141	2576	83.63	3.63	31.25	3.4186	1.0	1
mess	3985	2614	3856	2560	78.14	3.6005	31.16	3.4175	1.0	1
weird	5156	2597	4836	2513	101.1	3.7124	30.96	3.4146	1.0	1
swear	4496	2581	4315	2538	88.16	3.6529	30.77	3.412	1.0	1
fix	4426	2576	4091	2463	86.78	3.6461	30.71	3.4111	1.0	1
pain	4995	2568	4767	2516	97.94	3.6986	30.62	3.4098	1.0	1
born	4268	2565	4014	2451	83.69	3.6303	30.58	3.4093	1.0	1
likes	3889	2561	3844	2545	76.25	3.5899	30.53	3.4086	1.0	1
war	8912	2546	7448	2218	174.75	3.95	30.35	3.406	1.0	1
shit	24207	2531	17852	2321	474.65	4.384	30.17	3.4035	1.0	1
strange	4408	2531	3964	2375	86.43	3.6443	30.17	3.4035	1.0	1
spent	3574	2529	3472	2479	70.08	3.5533	30.15	3.4031	1.0	1
liked	4017	2522	3997	2519	78.76	3.604	30.07	3.4019	1.0	1
law	5932	2517	5421	2413	116.31	3.7733	30.01	3.4011	1.0	1
lead	4246	2517	4021	2426	83.25	3.6281	30.01	3.4011	1.0	1
bag	4796	2508	4600	2458	94.04	3.681	29.9	3.3995	1.0	1
age	4039	2499	3772	2388	79.2	3.6064	29.79	3.3979	1.0	1
sex	7761	2490	7147	2392	152.18	3.89	29.69	3.3964	1.0	1
blue	5222	2487	3736	2106	102.39	3.7179	29.65	3.3959	1.0	1
Whoa	8023	2473	2230	899	157.31	3.9044	29.48	3.3934	1.0	1
feels	3569	2468	3220	2278	69.98	3.5527	29.42	3.3925	1.0	1
calm	4541	2466	2998	1948	89.04	3.6572	29.4	3.3922	1.0	1
dance	7550	2465	6993	2378	148.04	3.878	29.39	3.392	1.0	1
cute	4475	2459	4005	2279	87.75	3.6509	29.32	3.3909	1.0	1
deep	3896	2454	3285	2263	76.39	3.5907	29.26	3.3901	1.0	1
class	5985	2445	5569	2353	117.35	3.7771	29.15	3.3885	1.0	1
seat	4018	2443	3943	2416	78.78	3.6041	29.12	3.3881	1.0	1
sell	4705	2441	4461	2368	92.25	3.6727	29.1	3.3877	1.0	1
picked	3534	2431	3442	2392	69.29	3.5484	28.98	3.386	1.0	1
fell	3723	2423	3604	2393	73.0	3.571	28.89	3.3845	1.0	1
quit	4595	2408	3798	2088	90.1	3.6624	28.71	3.3818	1.0	1
smell	4240	2396	3961	2308	83.14	3.6275	28.56	3.3797	1.0	1
voice	4394	2396	4207	2340	86.16	3.643	28.56	3.3797	1.0	1
moved	3536	2394	3474	2366	69.33	3.5486	28.54	3.3793	1.0	1
grab	3614	2392	2463	1850	70.86	3.5581	28.52	3.3789	1.0	1
slow	3877	2389	2890	1988	76.02	3.5886	28.48	3.3784	1.0	1
fool	4556	2370	4311	2308	89.33	3.6587	28.25	3.3749	1.0	1
gives	3290	2368	3118	2281	64.51	3.5173	28.23	3.3746	1.0	1
trip	4202	2366	4055	2343	82.39	3.6236	28.21	3.3742	1.0	1
named	3564	2359	3492	2327	69.88	3.5521	28.12	3.3729	1.0	1
box	4577	2353	4355	2296	89.75	3.6607	28.05	3.3718	1.0	1
owe	3782	2353	3767	2350	74.16	3.5778	28.05	3.3718	1.0	1
third	3801	2351	3109	2038	74.53	3.58	28.03	3.3714	1.0	1
hide	3554	2348	3208	2224	69.69	3.5508	27.99	3.3709	1.0	1
share	3545	2346	3399	2296	69.51	3.5497	27.97	3.3705	1.0	1
earth	5074	2339	2773	1703	99.49	3.7054	27.89	3.3692	1.0	1
saved	3558	2339	3427	2268	69.76	3.5513	27.89	3.3692	1.0	1
boss	6339	2333	5071	2216	124.29	3.8021	27.81	3.3681	1.0	1
stuck	3399	2312	3283	2273	66.65	3.5315	27.56	3.3642	1.0	1
loves	3695	2298	3586	2256	72.45	3.5677	27.4	3.3615	1.0	1
twice	3191	2287	2800	2100	62.57	3.5041	27.27	3.3595	1.0	1
whose	3187	2272	2137	1640	62.49	3.5035	27.09	3.3566	1.0	1
ground	3696	2265	3572	2223	72.47	3.5678	27.0	3.3553	1.0	1
prove	3590	2261	3368	2152	70.39	3.5552	26.96	3.3545	1.0	1
lived	3368	2229	3291	2197	66.04	3.5275	26.57	3.3483	1.0	1
bar	4385	2220	3980	2091	85.98	3.6421	26.47	3.3465	1.0	1
dress	4447	2186	4328	2134	87.2	3.6482	26.06	3.3398	1.0	1
list	4110	2176	4045	2151	80.59	3.6139	25.94	3.3379	1.0	1
doubt	3205	2165	3141	2130	62.84	3.506	25.81	3.3357	1.0	1
key	4430	2165	4165	2099	86.86	3.6465	25.81	3.3357	1.0	1
kick	3744	2163	3238	2006	73.41	3.5735	25.79	3.3353	1.0	1
joke	3724	2158	3649	2134	73.02	3.5711	25.73	3.3343	1.0	1
club	5038	2156	3698	1745	98.78	3.7023	25.7	3.3339	1.0	1
teach	3715	2150	3452	2066	72.84	3.5701	25.63	3.3326	1.0	1
store	4178	2145	4040	2095	81.92	3.6211	25.57	3.3316	1.0	1
ya	7664	2131	7345	2090	150.27	3.8845	25.41	3.3288	1.0	1
sake	3272	2130	3235	2122	64.16	3.5149	25.39	3.3286	1.0	1
nose	3557	2125	3407	2081	69.75	3.5512	25.33	3.3276	1.0	1
fly	4335	2117	4008	2045	85.0	3.6371	25.24	3.3259	1.0	1
ought	4118	2110	4052	2093	80.75	3.6148	25.15	3.3245	1.0	1
card	4357	2107	4236	2076	85.43	3.6393	25.12	3.3239	1.0	1
blame	2998	2105	2883	2065	58.78	3.477	25.1	3.3235	1.0	1
bunch	3003	2105	2846	2027	58.88	3.4777	25.1	3.3235	1.0	1
wall	3605	2105	3219	1953	70.69	3.557	25.1	3.3235	1.0	1
rich	4100	2104	3586	1994	80.39	3.6129	25.08	3.3233	1.0	1
push	3598	2103	2801	1869	70.55	3.5562	25.07	3.323	1.0	1
group	3762	2097	3033	1680	73.76	3.5755	25.0	3.3218	1.0	1
test	4288	2095	4126	2053	84.08	3.6324	24.98	3.3214	1.0	1
fit	2937	2090	2830	2057	57.59	3.4681	24.92	3.3204	1.0	1
knock	3299	2088	2334	1648	64.69	3.5185	24.89	3.3199	1.0	1
worst	2874	2087	2769	2032	56.35	3.4586	24.88	3.3197	1.0	1
York	7069	2077	40	16	138.61	3.8494	24.76	3.3176	1.0	1
ring	4730	2075	4299	1973	92.75	3.675	24.74	3.3172	1.0	1
land	4494	2074	3993	1923	88.12	3.6527	24.73	3.317	1.0	1
ball	5353	2070	4973	2005	104.96	3.7287	24.68	3.3162	1.0	1
grow	3034	2064	2839	1967	59.49	3.4822	24.61	3.3149	1.0	1
miles	4500	2064	3629	1966	88.24	3.6533	24.61	3.3149	1.0	1
learned	2964	2061	2915	2038	58.12	3.472	24.57	3.3143	1.0	1
lots	3068	2057	2205	1616	60.16	3.487	24.52	3.3134	1.0	1
foot	3311	2054	3184	2016	64.92	3.5201	24.49	3.3128	1.0	1
fat	4051	2046	3427	1905	79.43	3.6077	24.39	3.3111	1.0	1
keeps	2681	2041	2501	1931	52.57	3.4285	24.33	3.3101	1.0	1
low	3016	2041	2789	1931	59.14	3.4796	24.33	3.3101	1.0	1
soul	3925	2041	3768	1994	76.96	3.594	24.33	3.3101	1.0	1
rid	3052	2034	3029	2028	59.84	3.4847	24.25	3.3086	1.0	1
spot	3140	2029	2972	1987	61.57	3.4971	24.19	3.3075	1.0	1
wrote	3629	2021	3589	2004	71.16	3.5599	24.09	3.3058	1.0	1
shoes	3782	2019	3611	1982	74.16	3.5778	24.07	3.3054	1.0	1
drunk	3904	2016	3745	1973	76.55	3.5916	24.03	3.3047	1.0	1
sad	3232	2003	2992	1910	63.37	3.5096	23.88	3.3019	1.0	1
crap	3151	1996	2970	1934	61.78	3.4986	23.8	3.3004	1.0	1
John	9877	1996	180	151	193.67	3.9947	23.8	3.3004	1.0	1
cost	2801	1995	2688	1944	54.92	3.4475	23.78	3.3002	1.0	1
brain	3928	1994	3710	1950	77.02	3.5943	23.77	3.2999	1.0	1
Lord	7046	1994	1421	360	138.16	3.848	23.77	3.2999	1.0	1
reach	2903	1993	2711	1916	56.92	3.463	23.76	3.2997	1.0	1
force	3604	1985	2918	1808	70.67	3.5569	23.66	3.298	1.0	1
tells	2665	1981	2593	1941	52.25	3.4259	23.62	3.2971	1.0	1
ice	4057	1974	3725	1891	79.55	3.6083	23.53	3.2956	1.0	1
jump	3561	1973	2806	1744	69.82	3.5517	23.52	3.2953	1.0	1
C	4675	1972	367	251	91.67	3.6699	23.51	3.2951	1.0	1
nine	3441	1969	2560	1641	67.47	3.5368	23.47	3.2945	1.0	1
neck	3035	1961	2956	1931	59.51	3.4823	23.38	3.2927	1.0	1
waste	2716	1960	2602	1899	53.25	3.4341	23.37	3.2925	1.0	1
sun	3553	1957	3055	1757	69.67	3.5507	23.33	3.2918	1.0	1
folks	3878	1954	3557	1860	76.04	3.5887	23.3	3.2911	1.0	1
fresh	2780	1953	2373	1757	54.51	3.4442	23.28	3.2909	1.0	1
lay	2970	1951	2334	1710	58.24	3.4729	23.26	3.2905	1.0	1
song	4778	1946	4447	1867	93.69	3.6793	23.2	3.2894	1.0	1
arm	3336	1945	3239	1906	65.41	3.5234	23.19	3.2891	1.0	1
suit	3499	1942	3188	1762	68.61	3.5441	23.15	3.2885	1.0	1
laugh	3206	1932	3023	1846	62.86	3.5061	23.03	3.2862	1.0	1
rules	3438	1932	3294	1900	67.41	3.5364	23.03	3.2862	1.0	1
seemed	2767	1924	2656	1864	54.25	3.4422	22.94	3.2844	1.0	1
ways	2633	1921	2610	1909	51.63	3.4206	22.9	3.2838	1.0	1
cash	3694	1919	3231	1801	72.43	3.5676	22.88	3.2833	1.0	1
field	3580	1919	3172	1803	70.2	3.554	22.88	3.2833	1.0	1
type	3093	1917	2962	1865	60.65	3.4905	22.85	3.2828	1.0	1
passed	2631	1915	2574	1890	51.59	3.4203	22.83	3.2824	1.0	1
roll	3227	1914	2636	1664	63.27	3.5089	22.82	3.2822	1.0	1
fear	3523	1912	3206	1821	69.08	3.547	22.79	3.2817	1.0	1
green	3696	1908	2541	1548	72.47	3.5678	22.75	3.2808	1.0	1
walked	2737	1907	2681	1883	53.67	3.4374	22.73	3.2806	1.0	1
rock	4394	1905	3219	1631	86.16	3.643	22.71	3.2801	1.0	1
cry	3348	1900	3194	1857	65.65	3.5249	22.65	3.279	1.0	1
turns	2552	1898	2161	1653	50.04	3.4071	22.63	3.2785	1.0	1
round	3393	1895	3006	1765	66.53	3.5307	22.59	3.2778	1.0	1
arms	3050	1883	2873	1804	59.8	3.4844	22.45	3.2751	1.0	1
plans	2867	1883	2793	1862	56.22	3.4576	22.45	3.2751	1.0	1
smoke	3337	1883	3003	1780	65.43	3.5235	22.45	3.2751	1.0	1
gift	3290	1877	3242	1856	64.51	3.5173	22.38	3.2737	1.0	1
warm	2659	1877	2460	1789	52.14	3.4249	22.38	3.2737	1.0	1
park	3678	1875	2307	1343	72.12	3.5657	22.35	3.2732	1.0	1
B	4289	1874	200	106	84.1	3.6325	22.34	3.273	1.0	1
raise	2815	1872	2466	1712	55.2	3.4496	22.32	3.2725	1.0	1
Bill	6041	1868	1784	1115	118.45	3.7812	22.27	3.2716	1.0	1
peace	3550	1867	2937	1624	69.61	3.5504	22.26	3.2714	1.0	1
lock	2885	1866	2267	1548	56.57	3.4603	22.25	3.2711	1.0	1
closed	2758	1862	2649	1822	54.08	3.4408	22.2	3.2702	1.0	1
legs	2835	1843	2722	1803	55.59	3.4527	21.97	3.2658	1.0	1
glass	3096	1841	2867	1770	60.71	3.4909	21.95	3.2653	1.0	1
court	5137	1839	4464	1693	100.73	3.7108	21.92	3.2648	1.0	1
treat	2646	1835	2490	1767	51.88	3.4228	21.88	3.2639	1.0	1
pulled	2488	1832	2415	1797	48.78	3.396	21.84	3.2632	1.0	1
showed	2425	1827	2385	1799	47.55	3.3849	21.78	3.262	1.0	1
taste	2617	1825	2488	1770	51.31	3.418	21.76	3.2615	1.0	1
star	4149	1821	3118	1543	81.35	3.618	21.71	3.2605	1.0	1
wind	3028	1818	2731	1702	59.37	3.4813	21.67	3.2598	1.0	1
dropped	2482	1814	2407	1775	48.67	3.395	21.63	3.2589	1.0	1
tight	2597	1813	2497	1776	50.92	3.4146	21.61	3.2586	1.0	1
beer	3850	1805	3533	1738	75.49	3.5856	21.52	3.2567	1.0	1
played	2870	1799	2807	1770	56.27	3.458	21.45	3.2553	1.0	1
helped	2388	1797	2363	1786	46.82	3.3782	21.42	3.2548	1.0	1
names	2746	1793	2667	1759	53.84	3.4389	21.38	3.2538	1.0	1
books	3456	1783	3280	1743	67.76	3.5387	21.26	3.2514	1.0	1
crime	3633	1782	3328	1720	71.24	3.5604	21.24	3.2512	1.0	1
steal	2720	1781	2600	1739	53.33	3.4347	21.23	3.2509	1.0	1
wild	2923	1777	2378	1582	57.31	3.466	21.19	3.2499	1.0	1
smile	2958	1775	2408	1538	58.0	3.4711	21.16	3.2494	1.0	1
track	2843	1772	2720	1710	55.75	3.4539	21.13	3.2487	1.0	1
scene	3807	1771	3710	1754	74.65	3.5807	21.11	3.2485	1.0	1
pants	2996	1770	2850	1722	58.75	3.4767	21.1	3.2482	1.0	1
train	4848	1760	4618	1700	95.06	3.6857	20.98	3.2458	1.0	1
hole	2969	1755	2846	1711	58.22	3.4728	20.92	3.2445	1.0	1
Ooh	4827	1755	498	234	94.65	3.6838	20.92	3.2445	1.0	1
sing	4977	1746	4218	1600	97.59	3.6971	20.82	3.2423	1.0	1
locked	2670	1735	2550	1673	52.35	3.4267	20.68	3.2395	1.0	1
fuck	19307	1734	12350	1541	378.57	4.2857	20.67	3.2393	1.0	1
dreams	3285	1732	3115	1700	64.41	3.5167	20.65	3.2388	1.0	1
hat	3273	1728	3096	1691	64.18	3.5151	20.6	3.2378	1.0	1
Yep	2600	1725	100	56	50.98	3.4151	20.57	3.237	1.0	1
Christ	4597	1722	46	24	90.14	3.6626	20.53	3.2363	1.0	1
L	4841	1722	676	422	94.92	3.685	20.53	3.2363	1.0	1
leaves	2316	1719	2236	1679	45.41	3.3649	20.49	3.2355	1.0	1
starts	2335	1714	2235	1662	45.78	3.3685	20.43	3.2343	1.0	1
due	2275	1712	2103	1615	44.61	3.3572	20.41	3.2338	1.0	1
nuts	2729	1712	2587	1659	53.51	3.4362	20.41	3.2338	1.0	1
lights	2877	1710	2614	1600	56.41	3.4591	20.39	3.2333	1.0	1
dressed	2394	1708	2331	1676	46.94	3.3793	20.36	3.2327	1.0	1
fish	4258	1708	3618	1562	83.49	3.6293	20.36	3.2327	1.0	1
checked	2382	1707	2320	1673	46.71	3.3771	20.35	3.2325	1.0	1
jail	3602	1705	3494	1683	70.63	3.5567	20.33	3.232	1.0	1
stole	2711	1705	2628	1672	53.16	3.4333	20.33	3.232	1.0	1
cross	2807	1700	2080	1436	55.04	3.4484	20.27	3.2307	1.0	1
risk	2501	1700	2456	1681	49.04	3.3983	20.27	3.2307	1.0	1
fill	2241	1698	1882	1484	43.94	3.3506	20.24	3.2302	1.0	1
size	2353	1695	2267	1652	46.14	3.3718	20.21	3.2294	1.0	1
cops	4290	1694	3873	1603	84.12	3.6326	20.2	3.2292	1.0	1
South	3288	1693	1411	961	64.47	3.5171	20.18	3.2289	1.0	1
plane	4872	1691	4782	1671	95.53	3.6878	20.16	3.2284	1.0	1
king	6592	1688	3319	993	129.25	3.8191	20.12	3.2276	1.0	1
dare	2826	1687	2717	1640	55.41	3.4513	20.11	3.2274	1.0	1
press	3070	1683	2707	1520	60.2	3.4873	20.06	3.2263	1.0	1
board	3272	1682	2920	1575	64.16	3.5149	20.05	3.2261	1.0	1
sight	2311	1677	2259	1665	45.31	3.364	19.99	3.2248	1.0	1
space	3369	1674	3073	1604	66.06	3.5276	19.96	3.224	1.0	1
Jack	12831	1650	364	278	251.59	4.1083	19.67	3.2177	1.0	1
price	2722	1644	2375	1561	53.37	3.435	19.6	3.2162	1.0	1
beg	2600	1643	2388	1543	50.98	3.4151	19.59	3.2159	1.0	1
P	3345	1643	641	447	65.59	3.5245	19.59	3.2159	1.0	1
burn	2816	1641	2372	1509	55.22	3.4498	19.56	3.2154	1.0	1
sold	2655	1641	2365	1522	52.06	3.4242	19.56	3.2154	1.0	1
clock	2990	1639	2893	1608	58.63	3.4758	19.54	3.2148	1.0	1
held	2165	1639	2123	1615	42.45	3.3357	19.54	3.2148	1.0	1
huge	2467	1629	2321	1558	48.37	3.3923	19.42	3.2122	1.0	1
teeth	2440	1626	2353	1598	47.84	3.3876	19.38	3.2114	1.0	1
choose	2451	1625	2281	1553	48.06	3.3895	19.37	3.2111	1.0	1
note	2731	1622	2545	1540	53.55	3.4365	19.34	3.2103	1.0	1
tree	3315	1622	3093	1551	65.0	3.5206	19.34	3.2103	1.0	1
judge	4063	1621	2790	1450	79.67	3.609	19.33	3.2101	1.0	1
Plus	2399	1619	1125	850	47.04	3.3802	19.3	3.2095	1.0	1
North	3258	1616	1583	979	63.88	3.5131	19.27	3.2087	1.0	1
grand	3214	1614	2335	1289	63.02	3.5072	19.24	3.2082	1.0	1
shop	2731	1613	2564	1545	53.55	3.4365	19.23	3.2079	1.0	1
gas	3457	1607	3216	1540	67.78	3.5388	19.16	3.2063	1.0	1
shows	2117	1605	2046	1557	41.51	3.3259	19.13	3.2057	1.0	1
breath	2291	1603	2232	1574	44.92	3.3602	19.11	3.2052	1.0	1
pal	2937	1602	2821	1569	57.59	3.4681	19.1	3.2049	1.0	1
art	3611	1601	2890	1422	70.8	3.5577	19.09	3.2047	1.0	1
bucks	2866	1596	2841	1592	56.2	3.4574	19.03	3.2033	1.0	1
pack	2235	1592	1947	1423	43.82	3.3495	18.98	3.2022	1.0	1
bank	4334	1590	3822	1482	84.98	3.637	18.96	3.2017	1.0	1
leg	2882	1588	2832	1566	56.51	3.4598	18.93	3.2011	1.0	1
Mark	4183	1587	1393	983	82.02	3.6216	18.92	3.2009	1.0	1
dude	5071	1581	2783	1222	99.43	3.7052	18.85	3.1992	1.0	1
horse	4737	1577	4472	1488	92.88	3.6756	18.8	3.1981	1.0	1
hall	2649	1573	1798	1248	51.94	3.4232	18.75	3.197	1.0	1
